factual,counterfactual,y-NN,len CF,L1,L2,Linf,EMD,DL Edit,# changes,LSP,diversity,Violations (%)
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 7, 6, 1, 9, 9, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,32.2,4.17,1.0,1.95,8,8,8,0.33,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 9, 9, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,32.11,4.16,1.0,1.67,9,9,5,0.33,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 9, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,32.0,4.14,1.0,1.33,9,9,5,0.33,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 7, 6, 1, 9, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,31.95,4.13,1.0,1.62,8,8,8,0.33,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 7, 6, 1, 9, 2, 2, 2, 2, 9, 16, 0, 0, 0, 0, 0]",1.0,16,31.94,4.13,1.0,1.29,8,8,8,0.33,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 7, 6, 1, 9, 9, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,35.97,4.6,1.0,3.43,13,13,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 7, 6, 1, 9, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,35.96,4.59,1.0,3.1,13,13,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 6, 6, 1, 9, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,36.04,4.57,1.0,3.05,13,13,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 6, 1, 1, 9, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,36.05,4.56,1.0,2.81,13,13,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 9, 6, 1, 1, 9, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,36.05,4.56,1.0,2.86,13,13,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 9, 6, 1, 1, 9, 2, 2, 9, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,36.01,4.55,1.0,3.19,13,13,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 9, 6, 1, 1, 9, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0, 0]",1.0,15,35.84,4.52,1.0,2.76,12,12,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 9, 6, 1, 1, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0, 0]",1.0,15,35.83,4.52,1.0,2.43,12,12,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 6, 1, 1, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0, 0]",1.0,15,35.82,4.52,1.0,2.38,12,12,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 6, 1, 1, 2, 2, 2, 2, 9, 16, 0, 0, 0, 0, 0, 0]",1.0,15,35.77,4.5,1.0,2.05,12,12,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 6, 1, 1, 2, 2, 2, 2, 2, 16, 0, 0, 0, 0, 0, 0]",1.0,15,35.77,4.5,1.0,1.71,12,12,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 6, 1, 1, 2, 2, 2, 2, 16, 0, 0, 0, 0, 0, 0, 0]",0.8,14,35.64,4.46,1.0,1.62,11,11,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 6, 1, 1, 2, 2, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,13,35.52,4.42,1.0,1.52,10,10,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 6, 1, 1, 2, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0.6,12,35.4,4.39,1.0,1.43,9,9,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 7, 6, 1, 1, 2, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,12,35.4,4.39,1.0,1.38,9,9,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 7, 6, 1, 1, 2, 2, 2, 10, 10, 10, 3, 3, 2, 2, 2, 2]",1.0,21,36.43,4.64,1.0,3.38,18,18,3,0.96,90.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 7, 6, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 16, 0, 0]",1.0,19,36.22,4.57,1.0,2.05,16,16,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 7, 6, 1, 1, 2, 2, 2, 10, 2, 2, 2, 2, 2, 16, 0, 0]",1.0,19,36.22,4.56,1.0,2.43,16,16,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 7, 6, 1, 1, 2, 2, 2, 10, 2, 2, 2, 2, 2, 2, 16, 0]",1.0,20,36.33,4.58,1.0,2.52,17,17,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 7, 6, 1, 1, 2, 2, 2, 10, 10, 2, 2, 2, 2, 2, 16, 0]",1.0,20,36.32,4.57,1.0,2.9,17,17,3,0.96,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 7, 6, 1, 1, 2, 2, 2, 10, 10, 2, 3, 2, 2, 2, 16, 0]",1.0,20,36.32,4.57,1.0,2.95,17,17,3,0.96,30.0
"[3, 5, 2, 9, 8, 4, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 8, 7, 6, 1, 9, 9, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,34.19,4.4,1.0,1.95,11,11,2,0.26,0.0
