factual,counterfactual,y-NN,len CF,L1,L2,Linf,EMD,DL Edit,# changes,LSP,diversity,Violations (%)
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 27, 27, 27, 33, 35, 35, 44, 44, 44, 44, 56, 56, 56, 56, 237, 237, 237, 72, 72, 79, 73, 91, 91, 92, 92, 92, 92, 94, 111, 111, 111, 112, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,106.35,7.45,1.0,42.84,40,40,2,23.64,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 33, 33, 35, 35, 44, 44, 44, 56, 56, 56, 56, 68, 237, 237, 72, 72, 79, 79, 91, 91, 92, 92, 92, 92, 94, 94, 111, 111, 112, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,106.29,7.44,1.0,44.8,39,39,2,23.64,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 33, 33, 35, 35, 44, 44, 44, 56, 56, 56, 56, 68, 237, 237, 72, 72, 73, 79, 91, 91, 92, 92, 92, 92, 94, 94, 111, 111, 111, 112, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,43,106.23,7.44,1.0,45.51,40,40,2,23.64,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 33, 33, 35, 35, 44, 44, 44, 44, 56, 56, 56, 56, 237, 237, 71, 72, 73, 79, 73, 91, 92, 92, 92, 92, 94, 94, 111, 111, 111, 112, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,43,106.17,7.44,1.0,45.38,40,40,2,23.64,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 33, 33, 35, 35, 44, 44, 44, 44, 56, 56, 56, 56, 237, 237, 71, 72, 73, 79, 73, 91, 79, 92, 92, 92, 94, 94, 111, 111, 111, 112, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,43,106.11,7.44,1.0,45.62,40,40,2,23.64,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 33, 33, 35, 35, 44, 44, 44, 44, 56, 56, 56, 56, 237, 237, 237, 72, 72, 79, 73, 91, 79, 92, 92, 92, 92, 94, 111, 111, 111, 111, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,43,106.05,7.43,1.0,43.04,40,40,2,23.64,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 33, 33, 35, 35, 44, 44, 44, 44, 56, 56, 56, 56, 68, 237, 237, 72, 72, 79, 73, 91, 79, 92, 92, 92, 92, 94, 111, 111, 111, 111, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,43,105.94,7.43,1.0,45.64,40,40,2,23.64,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 138, 152, 27, 27, 27, 33, 33, 35, 44, 44, 44, 44, 56, 56, 56, 56, 68, 237, 237, 72, 72, 79, 73, 79, 79, 92, 92, 92, 92, 94, 111, 111, 111, 111, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,44,105.9,7.43,1.0,46.4,41,41,2,23.64,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 138, 152, 27, 27, 27, 33, 33, 35, 35, 44, 44, 44, 56, 56, 56, 56, 68, 237, 237, 72, 72, 79, 73, 79, 79, 92, 92, 92, 92, 94, 111, 111, 111, 111, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,44,105.85,7.43,1.0,46.24,41,41,2,23.64,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 138, 152, 27, 27, 27, 33, 33, 35, 35, 44, 44, 44, 56, 56, 56, 56, 68, 237, 237, 72, 237, 79, 73, 79, 79, 92, 92, 92, 92, 94, 111, 111, 111, 111, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,44,105.81,7.42,1.0,43.56,41,41,2,23.64,0.0
