factual,counterfactual,y-NN,len CF,L1,L2,Linf,EMD,DL Edit,# changes,LSP,diversity,Violations (%)
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 27, 27, 27, 33, 35, 35, 44, 44, 44, 44, 56, 56, 56, 68, 237, 237, 237, 73, 73, 79, 91, 91, 91, 92, 92, 94, 111, 111, 111, 111, 112, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,41,106.45,7.45,1.0,41.55,39,39,2,18.98,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 27, 27, 27, 33, 33, 35, 44, 44, 44, 44, 56, 56, 56, 68, 237, 237, 237, 73, 73, 79, 91, 91, 91, 92, 92, 94, 111, 111, 111, 111, 112, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,106.32,7.45,1.0,41.8,39,39,2,18.98,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 27, 27, 27, 33, 33, 35, 44, 44, 44, 44, 56, 56, 56, 56, 237, 237, 237, 71, 73, 79, 79, 91, 91, 92, 92, 94, 111, 111, 111, 111, 112, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,106.25,7.44,1.0,41.84,39,39,2,18.98,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 33, 33, 35, 35, 44, 44, 44, 56, 56, 56, 56, 68, 237, 237, 71, 73, 73, 79, 91, 91, 92, 92, 94, 94, 111, 111, 111, 112, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,106.19,7.44,1.0,44.05,39,39,2,18.98,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 33, 33, 35, 35, 44, 44, 44, 44, 56, 56, 56, 68, 237, 237, 71, 73, 73, 79, 91, 91, 92, 92, 94, 94, 111, 111, 111, 111, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,106.07,7.43,1.0,43.85,39,39,2,18.98,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 33, 33, 35, 35, 44, 44, 44, 44, 56, 56, 56, 68, 237, 237, 237, 73, 73, 79, 91, 91, 92, 92, 94, 94, 111, 111, 111, 111, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,106.03,7.43,1.0,41.16,39,39,2,18.98,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 33, 33, 35, 35, 44, 44, 44, 44, 56, 56, 56, 68, 237, 237, 237, 73, 73, 79, 91, 91, 92, 92, 94, 111, 111, 111, 111, 111, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,105.98,7.43,1.0,40.85,39,39,2,18.98,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 152, 152, 27, 27, 27, 33, 35, 35, 44, 44, 44, 44, 56, 56, 56, 68, 237, 237, 237, 73, 73, 79, 91, 91, 92, 92, 94, 111, 111, 111, 111, 111, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,105.94,7.42,1.0,40.75,39,39,2,18.98,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 138, 152, 27, 27, 27, 33, 33, 35, 44, 44, 44, 44, 56, 56, 56, 68, 237, 237, 237, 73, 73, 79, 91, 91, 92, 94, 94, 111, 111, 111, 111, 111, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,105.91,7.42,1.0,40.93,39,39,2,18.98,0.0
"[15, 16, 18, 138, 152, 26, 29, 36, 44, 32, 19, 25, 33, 17, 20, 203, 302, 202, 206, 204, 205, 214, 217, 225, 207, 229, 219, 215, 216, 223, 228, 220, 218, 227, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[15, 16, 17, 18, 19, 19, 138, 138, 152, 27, 27, 27, 33, 33, 35, 44, 44, 44, 44, 56, 56, 56, 68, 237, 237, 71, 73, 73, 79, 91, 91, 92, 94, 94, 111, 111, 111, 111, 111, 120, 120, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,42,105.87,7.42,1.0,43.62,39,39,2,18.98,0.0
