factual,counterfactual,y-NN,len CF,L1,L2,Linf,EMD,DL Edit,# changes,LSP,diversity,Violations (%)
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 9, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,32.34,4.17,1.0,1.33,9,9,5,0.48,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 1, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,31.93,4.13,1.0,0.95,9,9,5,0.48,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 1, 2, 2, 2, 2, 9, 16, 0, 0, 0, 0, 0]",1.0,16,31.87,4.12,1.0,0.62,9,9,5,0.48,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 1, 2, 2, 2, 2, 10, 16, 0, 0, 0, 0, 0]",1.0,16,31.87,4.12,1.0,0.67,9,9,5,0.48,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 1, 2, 2, 2, 10, 10, 16, 0, 0, 0, 0, 0]",1.0,16,31.86,4.11,1.0,1.05,9,9,5,0.48,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 1, 2, 2, 2, 10, 16, 0, 0, 0, 0, 0, 0]",1.0,15,31.73,4.07,1.0,0.57,8,8,5,0.48,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 1, 9, 2, 2, 10, 16, 0, 0, 0, 0, 0, 0]",1.0,15,31.73,4.07,1.0,0.9,8,8,5,0.48,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 1, 9, 2, 2, 16, 0, 0, 0, 0, 0, 0, 0]",1.0,14,31.6,4.03,1.0,0.43,7,7,5,0.48,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 1, 9, 2, 10, 16, 0, 0, 0, 0, 0, 0, 0]",1.0,14,31.58,4.02,1.0,0.81,7,7,5,0.48,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 1, 9, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,13,31.46,3.99,1.0,0.33,6,6,5,0.48,0.0
"[3, 5, 4, 9, 2, 8, 7, 6, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 1, 2, 2, 16, 0, 0, 0, 0, 0, 0, 0, 0]",1.0,13,31.41,3.98,1.0,0.57,6,6,5,0.48,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 9, 2, 2, 2, 9, 9, 16, 0, 0, 0, 0, 0]",1.0,16,35.99,4.58,1.0,2.81,13,13,3,0.65,0.0
"[3, 5, 4, 1, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 5, 4, 9, 2, 2, 7, 6, 1, 9, 2, 2, 2, 9, 16, 0, 0, 0, 0, 0, 0]",1.0,15,35.87,4.55,1.0,2.38,12,12,3,0.65,0.0
